"Spiel-ID","Game-ID","Teamname","Gegner","Club","Spieler 1","Pins 1","Pins Gegner 1","EDV 1","Spieler 2","Pins 2","Pins Gegner 2","EDV 2","Spieler 3","Pins 3","Pins Gegner 3","EDV 3","Spieler 4","Pins 4","Pins Gegner 4","EDV 4","Pins Gesamt","Pins Gegner","Checksumme","check","Prüfnummer","Eintrags-ID","Datum des Eintrags","Aktualisierungsdatum"
"BAYL-M-164_Li","BAYL-M-164","Werdenfels 1","Donaubowler Regensburg 1","","Maximilian Kammermeier","164","191","25822","Markus Auer","146","193","25788","Bruno Gärtner","160","202","25649","Daniel Hellmich","179","200","7314","649","786","","0","23571113","28699","2026-02-15 10:48:23","2026-02-15 09:48:23"
"BAYL-M-165_Li","BAYL-M-165","Bajuwaren München 1","SG DJK Rimpar 1","","Hans-Jürgen Glasl","194","180","7408","Hans-Jürgen Glasl sen.","153","164","16762","Ralph Reichert","127","196","7416","Volker Lüthje","173","212","7601","647","752","","0","23571113","28698","2026-02-15 10:48:23","2026-02-15 09:48:23"
"BAYL-M-171_Li","BAYL-M-171","Werdenfels 1","Bowlinghaus Bamberg 1","","Maximilian Kammermeier","173","165","25822","Markus Auer","158","181","25788","Jan Musiol","202","169","25166","Daniel Hellmich","166","181","7314","699","696","","0","23571113","28697","2026-02-15 10:48:23","2026-02-15 09:48:23"
"BAYL-M-172_Li","BAYL-M-172","SG DJK Rimpar 1","Schanzer Ingolstadt 1","","Sebastian Gräfe","176","222","38687","Nico Plaschka","132","135","38039","Michael Kreß","173","180","10622","Jan-Uwe Werder","184","193","16301","665","730","","0","23571113","28696","2026-02-15 10:48:23","2026-02-15 09:48:23"
"BAYL-M-173_Li","BAYL-M-173","BK München 3","Donaubowler Regensburg 1","","Sebastian Hinterwimmer","236","160","7885","Maximilian Hellmessen","176","175","16912","Georg Hinterwimmer","194","168","7867","Patrick Baszler","170","178","7886","776","681","","0","23571113","28695","2026-02-15 10:48:23","2026-02-15 09:48:23"
"BAYL-M-174_Li","BAYL-M-174","Bajuwaren München 1","BC EMAX Unterföhring 2","","Hans-Jürgen Glasl","195","160","7408","Hans-Jürgen Glasl sen.","171","190","16762","Ralph Reichert","190","149","7416","Volker Lüthje","132","166","7601","688","665","","0","23571113","28694","2026-02-15 10:48:23","2026-02-15 09:48:23"
"BAYL-M-175_Li","BAYL-M-175","SG Rottendorf 1","BC Comet Nürnberg","","Christian Büttner","174","160","16862","Stefan Reichardt","153","192","16945","Alexander Scholz","154","200","16352","Patrick Stemmler","142","164","16495","623","716","","0","23571113","28693","2026-02-15 10:48:23","2026-02-15 09:48:23"
"BAYL-M-181_Li","BAYL-M-181","SG DJK Rimpar 1","SG Rottendorf 1","","Sebastian Gräfe","133","198","38687","Nico Plaschka","135","179","38039","Michael Kreß","212","155","10622","Jan-Uwe Werder","193","180","16301","673","712","","0","23571113","28692","2026-02-15 10:48:23","2026-02-15 09:48:23"
"BAYL-M-182_Li","BAYL-M-182","Donaubowler Regensburg 1","BC EMAX Unterföhring 2","","Kurt Obermeier","156","202","7831","Dominik Seltmann","204","169","25604","Volkmar Hartfeil","172","212","7830","Marco Hürdler","266","158","25271","798","741","","0","23571113","28691","2026-02-15 10:48:23","2026-02-15 09:48:23"
"BAYL-M-183_Li","BAYL-M-183","Werdenfels 1","Bajuwaren München 1","","Maximilian Kammermeier","206","247","25822","Markus Auer","150","133","25788","Jan Musiol","135","149","25166","Daniel Hellmich","219","165","7314","710","694","","0","23571113","28690","2026-02-15 10:48:23","2026-02-15 09:48:23"
"BAYL-M-184_Li","BAYL-M-184","BK München 3","BC Comet Nürnberg","","Sebastian Hinterwimmer","179","185","7885","Maximilian Hellmessen","187","191","16912","Georg Hinterwimmer","194","178","7867","Patrick Baszler","185","189","7886","745","743","","0","23571113","28689","2026-02-15 10:48:23","2026-02-15 09:48:23"
"BAYL-M-185_Li","BAYL-M-185","Schanzer Ingolstadt 1","Bowlinghaus Bamberg 1","","Oliver Schütze","181","168","38550","Thomas Hartl","154","184","38411","Sebastian Tesinski","163","166","38569","Markus Schmied","157","207","38361","655","725","","0","23571113","28688","2026-02-15 10:48:23","2026-02-15 09:48:23"
"BAYL-M-191_Li","BAYL-M-191","Schanzer Ingolstadt 1","BC Comet Nürnberg","","Oliver Schütze","165","142","38550","Thomas Hartl","198","215","38411","Sebastian Tesinski","193","179","38569","Markus Schmied","138","243","38361","694","779","","0","23571113","28687","2026-02-15 10:48:23","2026-02-15 09:48:23"
"BAYL-M-192_Li","BAYL-M-192","BK München 3","Werdenfels 1","","Sebastian Hinterwimmer","211","170","7885","Maximilian Hellmessen","226","155","16912","Georg Hinterwimmer","199","167","7867","Patrick Baszler","187","211","7886","823","703","","0","23571113","28686","2026-02-15 10:48:23","2026-02-15 09:48:23"
"BAYL-M-193_Li","BAYL-M-193","BC EMAX Unterföhring 2","SG Rottendorf 1","","Sebastian Lohse","194","211","27134","Robert Pirzer","182","236","7428","Robert Wegenast","137","191","25325","Ernst Blasits","171","161","25554","684","799","","0","23571113","28685","2026-02-15 10:48:23","2026-02-15 09:48:23"
"BAYL-M-194_Li","BAYL-M-194","Bowlinghaus Bamberg 1","SG DJK Rimpar 1","","William Karl","169","155","16532","Jonathan Nolan","135","153","16873","Thomas Nikoleit","146","177","25516","Alexander Renner","165","136","16251","615","621","","0","23571113","28684","2026-02-15 10:48:23","2026-02-15 09:48:23"
"BAYL-M-195_Li","BAYL-M-195","Donaubowler Regensburg 1","Bajuwaren München 1","","Kurt Obermeier","180","208","7831","Dominik Seltmann","132","159","25604","Volkmar Hartfeil","185","163","7830","Marco Hürdler","172","180","25271","669","710","","0","23571113","28683","2026-02-15 10:48:23","2026-02-15 09:48:23"
"BAYL-M-211_Li","BAYL-M-211","SG Rottendorf 1","BC EMAX Unterföhring 2","","Christian Büttner","222","203","16862","Stefan Reichardt","132","214","16945","Alexander Scholz","205","206","16352","Patrick Stemmler","227","242","16495","786","865","","0","23571113","28682","2026-02-15 10:48:23","2026-02-15 09:48:23"
"BAYL-M-212_Li","BAYL-M-212","BC Comet Nürnberg","Schanzer Ingolstadt 1","","Andreas Mittelmaier","162","169","16896","Max Fischbach","211","169","16245","Andreas Schick","156","160","7102","Michael Schlundt","189","140","7725","718","638","","0","23571113","28681","2026-02-15 10:48:23","2026-02-15 09:48:23"
"BAYL-M-213_Li","BAYL-M-213","Bajuwaren München 1","Donaubowler Regensburg 1","","Hans-Jürgen Glasl","200","157","7408","Hans-Jürgen Glasl sen.","131","202","16762","Ralph Reichert","183","162","7416","Volker Lüthje","190","275","7601","704","796","","0","23571113","28680","2026-02-15 10:48:23","2026-02-15 09:48:23"
"BAYL-M-214_Li","BAYL-M-214","Werdenfels 1","BK München 3","","Michael Ring","181","228","7317","Maximilian Kammermeier","238","215","25822","Bruno Gärtner","208","201","25649","Daniel Hellmich","192","247","7314","819","891","","0","23571113","28679","2026-02-15 10:48:23","2026-02-15 09:48:23"
"BAYL-M-215_Li","BAYL-M-215","SG DJK Rimpar 1","Bowlinghaus Bamberg 1","","Sebastian Gräfe","196","213","38687","Henning Wunderlich","161","210","38018","Michael Kreß","199","236","10622","Jan-Uwe Werder","198","213","16301","754","872","","0","23571113","28678","2026-02-15 10:48:23","2026-02-15 09:48:23"
"BAYL-M-221_Li","BAYL-M-221","Bajuwaren München 1","Werdenfels 1","","Hans-Jürgen Glasl","236","179","7408","Dennis Lüthje","143","244","7600","Ralph Reichert","171","235","7416","Volker Lüthje","202","205","7601","752","863","","0","23571113","28677","2026-02-15 10:48:23","2026-02-15 09:48:23"
"BAYL-M-222_Li","BAYL-M-222","SG Rottendorf 1","SG DJK Rimpar 1","","Christian Büttner","193","166","16862","Stefan Reichardt","167","168","16945","Alexander Scholz","211","200","16352","Patrick Stemmler","190","183","16495","761","717","","0","23571113","28676","2026-02-15 10:48:23","2026-02-15 09:48:23"
"BAYL-M-223_Li","BAYL-M-223","Bowlinghaus Bamberg 1","Schanzer Ingolstadt 1","","William Karl","225","177","16532","Bernd Trapphardt","224","194","16559","Mario Burghardt","173","177","12248","Thomas Nikoleit","172","141","25516","794","689","","0","23571113","28675","2026-02-15 10:48:23","2026-02-15 09:48:23"
"BAYL-M-224_Li","BAYL-M-224","BC EMAX Unterföhring 2","Donaubowler Regensburg 1","","Marco Probst","234","184","7602","Robert Pirzer","237","202","7428","Selim Fliegner","170","222","38673","Günter Denz","221","233","16398","862","841","","0","23571113","28674","2026-02-15 10:48:23","2026-02-15 09:48:23"
"BAYL-M-225_Li","BAYL-M-225","BC Comet Nürnberg","BK München 3","","Andreas Mittelmaier","202","206","16896","Max Fischbach","227","229","16245","Andreas Schick","178","176","7102","Michael Schlundt","217","234","7725","824","845","","0","23571113","28673","2026-02-15 10:48:22","2026-02-15 09:48:22"
"BAYL-M-231_Li","BAYL-M-231","Donaubowler Regensburg 1","BK München 3","","Christian Feller","180","234","16007","Sebastian Radecker","184","245","38025","Kurt Obermeier","210","162","7831","Marco Hürdler","206","153","25271","780","794","","0","23571113","28672","2026-02-15 10:48:22","2026-02-15 09:48:22"
"BAYL-M-232_Li","BAYL-M-232","Bowlinghaus Bamberg 1","Werdenfels 1","","William Karl","198","184","16532","Bernd Trapphardt","191","216","16559","Mario Burghardt","176","225","12248","Daniel Badum","196","255","38043","761","880","","0","23571113","28671","2026-02-15 10:48:22","2026-02-15 09:48:22"
"BAYL-M-233_Li","BAYL-M-233","BC Comet Nürnberg","SG Rottendorf 1","","Andreas Mittelmaier","158","193","16896","Max Fischbach","206","158","16245","Andreas Schick","222","206","7102","Michael Schlundt","195","165","7725","781","722","","0","23571113","28670","2026-02-15 10:48:22","2026-02-15 09:48:22"
"BAYL-M-234_Li","BAYL-M-234","Schanzer Ingolstadt 1","SG DJK Rimpar 1","","Oliver Schütze","214","253","38550","Thomas Hartl","165","194","38411","Markus Schmied","190","200","38361","Jochen Spielvogel","152","223","7348","721","870","","0","23571113","28669","2026-02-15 10:48:22","2026-02-15 09:48:22"
"BAYL-M-235_Li","BAYL-M-235","BC EMAX Unterföhring 2","Bajuwaren München 1","","Marco Probst","205","225","7602","Robert Pirzer","213","165","7428","Robert Wegenast","177","234","25325","Günter Denz","237","168","16398","832","792","","0","23571113","28668","2026-02-15 10:48:22","2026-02-15 09:48:22"
"BAYL-M-241_Li","BAYL-M-241","Schanzer Ingolstadt 1","SG Rottendorf 1","","Oliver Schütze","213","183","38550","Thomas Hartl","216","180","38411","Markus Schmied","205","153","38361","Jochen Spielvogel","166","170","7348","800","686","","0","23571113","28667","2026-02-15 10:48:22","2026-02-15 09:48:22"
"BAYL-M-242_Li","BAYL-M-242","BK München 3","BC EMAX Unterföhring 2","","Peter Börding","246","197","7593","Daniel Börding","178","174","7591","Georg Hinterwimmer","207","181","7867","Sebastian Hinterwimmer","199","182","7885","830","734","","0","23571113","28666","2026-02-15 10:48:22","2026-02-15 09:48:22"
"BAYL-M-243_Li","BAYL-M-243","SG DJK Rimpar 1","Bajuwaren München 1","","Michael Kreß","193","203","10622","Henning Wunderlich","236","171","38018","Sebastian Gräfe","169","186","38687","Jan-Uwe Werder","197","172","16301","795","732","","0","23571113","28665","2026-02-15 10:48:22","2026-02-15 09:48:22"
"BAYL-M-244_Li","BAYL-M-244","Bowlinghaus Bamberg 1","BC Comet Nürnberg","","William Karl","193","200","16532","Bernd Trapphardt","195","161","16559","Thomas Nikoleit","203","192","25516","Daniel Badum","231","211","38043","822","764","","0","23571113","28664","2026-02-15 10:48:22","2026-02-15 09:48:22"
"BAYL-M-245_Li","BAYL-M-245","Donaubowler Regensburg 1","Werdenfels 1","","Dominik Seltmann","181","193","25604","Sebastian Radecker","189","217","38025","Kurt Obermeier","224","259","7831","Marco Hürdler","240","200","25271","834","869","","0","23571113","28663","2026-02-15 10:48:22","2026-02-15 09:48:22"
"BAYL-M-251_Li","BAYL-M-251","BC EMAX Unterföhring 2","Bowlinghaus Bamberg 1","","Marco Probst","268","193","7602","Robert Pirzer","226","227","7428","Selim Fliegner","184","213","38673","Günter Denz","168","182","16398","846","815","","0","23571113","28662","2026-02-15 10:48:22","2026-02-15 09:48:22"
"BAYL-M-252_Li","BAYL-M-252","Donaubowler Regensburg 1","BC Comet Nürnberg","","Dominik Seltmann","232","233","25604","Sebastian Radecker","193","199","38025","Kurt Obermeier","219","236","7831","Marco Hürdler","182","199","25271","826","867","","0","23571113","28661","2026-02-15 10:48:22","2026-02-15 09:48:22"
"BAYL-M-253_Li","BAYL-M-253","Schanzer Ingolstadt 1","Werdenfels 1","","Oliver Schütze","195","140","38550","Thomas Hartl","229","162","38411","Markus Schmied","127","267","38361","Jochen Spielvogel","214","237","7348","765","806","","0","23571113","28660","2026-02-15 10:48:22","2026-02-15 09:48:22"
"BAYL-M-255_Li","BAYL-M-255","BK München 3","SG DJK Rimpar 1","","Peter Börding","254","227","7593","Daniel Börding","231","181","7591","Georg Hinterwimmer","199","170","7867","Sebastian Hinterwimmer","233","256","7885","917","834","","0","23571113","28659","2026-02-15 10:48:22","2026-02-15 09:48:22"
"BAYL-M-254_Li","BAYL-M-254","Bajuwaren München 1","SG Rottendorf 1","","Hans-Jürgen Glasl","235","180","7408","Hans-Jürgen Glasl sen.","146","224","16762","Ralph Reichert","196","237","7416","Volker Lüthje","176","160","7601","753","801","","0","23571113","28658","2026-02-15 10:48:22","2026-02-15 09:48:22"
"BAYL-M-261_Li","BAYL-M-261","Werdenfels 1","SG DJK Rimpar 1","","Michael Ring","179","170","7317","Maximilian Kammermeier","231","156","25822","Bruno Gärtner","214","178","25649","Daniel Hellmich","211","205","7314","835","709","","0","23571113","28657","2026-02-15 10:48:22","2026-02-15 09:48:22"
"BAYL-M-262_Li","BAYL-M-262","Schanzer Ingolstadt 1","Bajuwaren München 1","","Oliver Schütze","178","203","38550","Thomas Hartl","213","172","38411","Markus Schmied","218","165","38361","Jochen Spielvogel","195","173","7348","804","713","","0","23571113","28656","2026-02-15 10:48:22","2026-02-15 09:48:22"
"BAYL-M-263_Li","BAYL-M-263","BC EMAX Unterföhring 2","BC Comet Nürnberg","","Marco Probst","256","173","7602","Robert Pirzer","254","178","7428","Selim Fliegner","146","177","38673","Günter Denz","182","189","16398","838","717","","0","23571113","28655","2026-02-15 10:48:22","2026-02-15 09:48:22"
"BAYL-M-264_Li","BAYL-M-264","BK München 3","Bowlinghaus Bamberg 1","","Peter Börding","235","173","7593","Daniel Börding","228","185","7591","Georg Hinterwimmer","188","236","7867","Sebastian Hinterwimmer","211","194","7885","862","788","","0","23571113","28654","2026-02-15 10:48:22","2026-02-15 09:48:22"
"BAYL-M-265_Li","BAYL-M-265","SG Rottendorf 1","Donaubowler Regensburg 1","","Alexander Scholz","196","187","16352","Stefan Reichardt","215","213","16945","Christian Büttner","217","205","16862","Patrick Stemmler","205","181","16495","833","786","","0","23571113","28653","2026-02-15 10:48:22","2026-02-15 09:48:22"
"BAYL-M-271_Li","BAYL-M-271","BK München 3","Schanzer Ingolstadt 1","","Peter Börding","189","223","7593","Daniel Börding","201","209","7591","Georg Hinterwimmer","256","236","7867","Sebastian Hinterwimmer","215","175","7885","861","843","","0","23571113","28652","2026-02-15 10:48:22","2026-02-15 09:48:22"
"BAYL-M-272_Li","BAYL-M-272","Werdenfels 1","SG Rottendorf 1","","Michael Ring","201","161","7317","Maximilian Kammermeier","226","169","25822","Bruno Gärtner","193","185","25649","Daniel Hellmich","200","194","7314","820","709","","0","23571113","28651","2026-02-15 10:48:22","2026-02-15 09:48:22"
"BAYL-M-273_Li","BAYL-M-273","Donaubowler Regensburg 1","Bowlinghaus Bamberg 1","","Dominik Seltmann","145","181","25604","Sebastian Radecker","217","203","38025","Kurt Obermeier","222","203","7831","Volkmar Hartfeil","168","195","7830","752","782","","0","23571113","28650","2026-02-15 10:48:22","2026-02-15 09:48:22"
"BAYL-M-274_Li","BAYL-M-274","SG DJK Rimpar 1","BC EMAX Unterföhring 2","","Michael Kreß","177","232","10622","Henning Wunderlich","201","264","38018","Sebastian Gräfe","155","158","38687","Jan-Uwe Werder","289","153","16301","822","807","","0","23571113","28649","2026-02-15 10:48:22","2026-02-15 09:48:22"
"BAYL-M-275_Li","BAYL-M-275","Bajuwaren München 1","BC Comet Nürnberg","","Hans-Jürgen Glasl","218","176","7408","Hans-Jürgen Glasl sen.","190","172","16762","Ralph Reichert","183","205","7416","Volker Lüthje","192","203","7601","783","756","","0","23571113","28648","2026-02-15 10:48:22","2026-02-15 09:48:22"
"BAYL-M-281_Li","BAYL-M-281","Bowlinghaus Bamberg 1","Bajuwaren München 1","","Wechsel im Spiel","124","228","69","Bernd Trapphardt","234","160","16559","Mario Burghardt","209","188","12248","Daniel Badum","173","155","38043","740","731","","0","23571113","28647","2026-02-15 10:48:22","2026-02-15 09:48:22"
"BAYL-M-282_Li","BAYL-M-282","SG DJK Rimpar 1","Donaubowler Regensburg 1","","Michael Kreß","205","186","10622","Henning Wunderlich","176","248","38018","Sebastian Gräfe","189","162","38687","Jan-Uwe Werder","194","205","16301","764","801","","0","23571113","28646","2026-02-15 10:48:21","2026-02-15 09:48:21"
"BAYL-M-283_Li","BAYL-M-283","SG Rottendorf 1","BK München 3","","Alexander Scholz","183","207","16352","Stefan Reichardt","173","169","16945","Christian Büttner","156","195","16862","Patrick Stemmler","208","208","16495","720","779","","0","23571113","28645","2026-02-15 10:48:21","2026-02-15 09:48:21"
"BAYL-M-284_Li","BAYL-M-284","BC Comet Nürnberg","Werdenfels 1","","Andreas Mittelmaier","214","234","16896","Max Fischbach","173","214","16245","Andreas Schick","200","256","7102","Michael Schlundt","247","169","7725","834","873","","0","23571113","28644","2026-02-15 10:48:21","2026-02-15 09:48:21"
"BAYL-M-285_Li","BAYL-M-285","Schanzer Ingolstadt 1","BC EMAX Unterföhring 2","","Oliver Schütze","234","210","38550","Thomas Hartl","257","210","38411","Markus Schmied","225","185","38361","Jochen Spielvogel","211","163","7348","927","768","","0","23571113","28643","2026-02-15 10:48:21","2026-02-15 09:48:21"
"BAYL-M-291_Li","BAYL-M-291","SG DJK Rimpar 1","BC Comet Nürnberg","","Michael Kreß","170","224","10622","Henning Wunderlich","211","202","38018","Sebastian Gräfe","203","218","38687","Jan-Uwe Werder","192","224","16301","776","868","","0","23571113","28642","2026-02-15 10:48:21","2026-02-15 09:48:21"
"BAYL-M-292_Li","BAYL-M-292","Bajuwaren München 1","BK München 3","","Hans-Jürgen Glasl","177","206","7408","Hans-Jürgen Glasl sen.","169","186","16762","Ralph Reichert","206","252","7416","Volker Lüthje","201","243","7601","753","887","","0","23571113","28641","2026-02-15 10:48:21","2026-02-15 09:48:21"
"BAYL-M-293_Li","BAYL-M-293","Werdenfels 1","BC EMAX Unterföhring 2","","Michael Ring","167","201","7317","Maximilian Kammermeier","154","203","25822","Bruno Gärtner","221","204","25649","Daniel Hellmich","145","180","7314","687","788","","0","23571113","28640","2026-02-15 10:48:21","2026-02-15 09:48:21"
"BAYL-M-294_Li","BAYL-M-294","Donaubowler Regensburg 1","Schanzer Ingolstadt 1","","Christian Feller","172","247","16007","Sebastian Radecker","184","145","38025","Kurt Obermeier","182","152","7831","Marco Hürdler","185","213","25271","723","757","","0","23571113","28639","2026-02-15 10:48:21","2026-02-15 09:48:21"
"BAYL-M-295_Li","BAYL-M-295","Bowlinghaus Bamberg 1","SG Rottendorf 1","","William Karl","224","227","16532","Bernd Trapphardt","152","222","16559","Mario Burghardt","188","167","12248","Daniel Badum","169","160","38043","733","776","","0","23571113","28638","2026-02-15 10:48:21","2026-02-15 09:48:21"
"BAYL-M-311_Li","BAYL-M-311","BC EMAX Unterföhring 2","BC Comet Nürnberg","","Sebastian Lohse","172","155","27134","Selim Fliegner","193","234","38673","Günter Denz","168","212","16398","Robert Pirzer","149","156","7428","682","757","","0","23571113","28637","2026-02-15 10:48:21","2026-02-15 09:48:21"
"BAYL-M-312_Li","BAYL-M-312","Bowlinghaus Bamberg 1","Werdenfels 1","","Jörg Röhlig","173","256","38041","Jonathan Nolan","136","235","16873","Bernd Trapphardt","172","201","16559","Alexander Renner","213","265","16251","694","957","","0","23571113","28636","2026-02-15 10:48:21","2026-02-15 09:48:21"
"BAYL-M-313_Li","BAYL-M-313","SG Rottendorf 1","Bajuwaren München 1","","Alexander Scholz","215","156","16352","Stefan Reichardt","163","168","16945","Christian Büttner","192","198","16862","Patrick Stemmler","222","180","16495","792","702","","0","23571113","28635","2026-02-15 10:48:21","2026-02-15 09:48:21"
"BAYL-M-314_Li","BAYL-M-314","SG DJK Rimpar 1","Donaubowler Regensburg 1","","Michael Kreß","233","189","10622","Sebastian Boé","181","157","16287","Henning Wunderlich","182","167","38018","Jan-Uwe Werder","218","213","16301","814","726","","0","23571113","28634","2026-02-15 10:48:21","2026-02-15 09:48:21"
"BAYL-M-315_Li","BAYL-M-315","Schanzer Ingolstadt 1","BK München 3","","Oliver Schütze","166","169","38550","Thomas Hartl","214","174","38411","Markus Schmied","181","173","38361","Jochen Spielvogel","187","183","7348","748","699","","0","23571113","28633","2026-02-15 10:48:21","2026-02-15 09:48:21"
"BAYL-M-321_Li","BAYL-M-321","Bowlinghaus Bamberg 1","Bajuwaren München 1","","Jörg Röhlig","169","169","38041","Jonathan Nolan","199","133","16873","Bernd Trapphardt","215","181","16559","Alexander Renner","161","145","16251","744","628","","0","23571113","28632","2026-02-15 10:48:21","2026-02-15 09:48:21"
"BAYL-M-322_Li","BAYL-M-322","SG Rottendorf 1","BC EMAX Unterföhring 2","","Alexander Scholz","246","170","16352","Stefan Reichardt","188","183","16945","Christian Büttner","184","204","16862","Patrick Stemmler","211","173","16495","829","730","","0","23571113","28631","2026-02-15 10:48:21","2026-02-15 09:48:21"
"BAYL-M-323_Li","BAYL-M-323","BK München 3","Donaubowler Regensburg 1","","Peter Börding","179","201","7593","Daniel Börding","152","232","7591","Maximilian Hellmessen","201","171","16912","Patrick Baszler","184","169","7886","716","773","","0","23571113","28630","2026-02-15 10:48:21","2026-02-15 09:48:21"
"BAYL-M-324_Li","BAYL-M-324","Schanzer Ingolstadt 1","Werdenfels 1","","Oliver Schütze","156","235","38550","Thomas Hartl","203","203","38411","Markus Schmied","192","205","38361","Jochen Spielvogel","210","280","7348","761","923","","0","23571113","28629","2026-02-15 10:48:21","2026-02-15 09:48:21"
"BAYL-M-325_Li","BAYL-M-325","BC Comet Nürnberg","SG DJK Rimpar 1","","Jan Schwarz","236","201","7734","Andreas Mittelmaier","181","151","16896","Andreas Schick","174","171","7102","Michael Schlundt","167","153","7725","758","676","","0","23571113","28628","2026-02-15 10:48:21","2026-02-15 09:48:21"
"BAYL-M-331_Li","BAYL-M-331","Werdenfels 1","SG Rottendorf 1","","Maximilian Kammermeier","204","190","25822","Jan Musiol","160","156","25166","Bruno Gärtner","172","179","25649","Daniel Hellmich","201","184","7314","737","709","","0","23571113","28627","2026-02-15 10:48:21","2026-02-15 09:48:21"
"BAYL-M-332_Li","BAYL-M-332","SG DJK Rimpar 1","BK München 3","","Michael Kreß","203","205","10622","Sebastian Boé","194","190","16287","Henning Wunderlich","198","227","38018","Jan-Uwe Werder","214","189","16301","809","811","","0","23571113","28626","2026-02-15 10:48:21","2026-02-15 09:48:21"
"BAYL-M-333_Li","BAYL-M-333","BC Comet Nürnberg","Schanzer Ingolstadt 1","","Jan Schwarz","197","190","7734","Andreas Mittelmaier","174","215","16896","Andreas Schick","203","191","7102","Michael Schlundt","197","192","7725","771","788","","0","23571113","28625","2026-02-15 10:48:21","2026-02-15 09:48:21"
"BAYL-M-334_Li","BAYL-M-334","BC EMAX Unterföhring 2","Bajuwaren München 1","","Sebastian Lohse","180","159","27134","Selim Fliegner","170","168","38673","Günter Denz","214","202","16398","Robert Pirzer","156","218","7428","720","747","","0","23571113","28624","2026-02-15 10:48:21","2026-02-15 09:48:21"
"BAYL-M-335_Li","BAYL-M-335","Donaubowler Regensburg 1","Bowlinghaus Bamberg 1","","Christian Feller","157","178","16007","Volkmar Hartfeil","202","171","7830","Kurt Obermeier","202","149","7831","Marco Hürdler","200","189","25271","761","687","","0","23571113","28623","2026-02-15 10:48:21","2026-02-15 09:48:21"
"BAYL-M-341_Li","BAYL-M-341","BC Comet Nürnberg","BK München 3","","Jan Schwarz","210","203","7734","Andreas Mittelmaier","177","170","16896","Andreas Schick","224","166","7102","Michael Schlundt","139","168","7725","750","707","","0","23571113","28622","2026-02-15 10:48:21","2026-02-15 09:48:21"
"BAYL-M-342_Li","BAYL-M-342","Donaubowler Regensburg 1","Schanzer Ingolstadt 1","","Dominik Seltmann","216","209","25604","Volkmar Hartfeil","158","157","7830","Kurt Obermeier","175","163","7831","Marco Hürdler","156","218","25271","705","747","","0","23571113","28621","2026-02-15 10:48:21","2026-02-15 09:48:21"
"BAYL-M-343_Li","BAYL-M-343","Bajuwaren München 1","SG DJK Rimpar 1","","Hans-Jürgen Glasl sen.","189","165","16762","Dennis Lüthje","164","191","7600","Ralph Reichert","181","158","7416","Volker Lüthje","211","200","7601","745","714","","0","23571113","28620","2026-02-15 10:48:21","2026-02-15 09:48:21"
"BAYL-M-344_Li","BAYL-M-344","SG Rottendorf 1","Bowlinghaus Bamberg 1","","Alexander Scholz","170","185","16352","Stefan Reichardt","177","190","16945","Christian Büttner","169","167","16862","Patrick Stemmler","179","203","16495","695","745","","0","23571113","28619","2026-02-15 10:48:21","2026-02-15 09:48:21"
"BAYL-M-345_Li","BAYL-M-345","Werdenfels 1","BC EMAX Unterföhring 2","","Maximilian Kammermeier","224","183","25822","Michael Ring","194","188","7317","Bruno Gärtner","171","155","25649","Daniel Hellmich","227","194","7314","816","720","","0","23571113","28618","2026-02-15 10:48:20","2026-02-15 09:48:20"
"BAYL-M-351_Li","BAYL-M-351","Donaubowler Regensburg 1","BC EMAX Unterföhring 2","","Christian Feller","183","166","16007","Sebastian Radecker","200","179","38025","Volkmar Hartfeil","181","203","7830","Marco Hürdler","182","256","25271","746","804","","0","23571113","28617","2026-02-15 10:48:20","2026-02-15 09:48:20"
"BAYL-M-353_Li","BAYL-M-353","Bowlinghaus Bamberg 1","BK München 3","","William Karl","195","226","16532","Jonathan Nolan","145","202","16873","Jörg Röhlig","171","235","38041","Alexander Renner","197","171","16251","708","834","","0","23571113","28616","2026-02-15 10:48:20","2026-02-15 09:48:20"
"BAYL-M-354_Li","BAYL-M-354","Werdenfels 1","SG DJK Rimpar 1","","Maximilian Kammermeier","177","203","25822","Jan Musiol","194","159","25166","Michael Ring","186","163","7317","Daniel Hellmich","196","161","7314","753","686","","0","23571113","28615","2026-02-15 10:48:20","2026-02-15 09:48:20"
"BAYL-M-355_Li","BAYL-M-355","SG Rottendorf 1","Schanzer Ingolstadt 1","","Alexander Scholz","162","176","16352","Stefan Reichardt","221","159","16945","Christian Büttner","203","186","16862","Patrick Stemmler","171","124","16495","757","645","","0","23571113","28614","2026-02-15 10:48:20","2026-02-15 09:48:20"
"BAYL-M-352_Li","BAYL-M-352","Bajuwaren München 1","BC Comet Nürnberg","","Hans-Jürgen Glasl","213","195","7408","Hans-Jürgen Glasl sen.","188","258","16762","Ralph Reichert","185","156","7416","Volker Lüthje","237","171","7601","823","780","","0","23571113","28613","2026-02-15 10:48:20","2026-02-15 09:48:20"
"BAYL-M-361_Li","BAYL-M-361","SG DJK Rimpar 1","Bowlinghaus Bamberg 1","","Michael Kreß","149","158","10622","Henning Wunderlich","161","168","38018","Sebastian Boé","185","223","16287","Jan-Uwe Werder","169","211","16301","664","760","","0","23571113","28612","2026-02-15 10:48:20","2026-02-15 09:48:20"
